user_id,language,split
61573508699440,en,train
61575707904529,en,train
61575136426391,en,train
61575637732290,en,train
61575525507209,en,train
61574857450977,en,train
61575150880078,en,train
61575763252248,en,train
61575650547675,en,train
61574769614945,en,train
61574779755000,en,train
61575274479231,en,train
61574908324926,en,train
61575413429528,en,train
61575120497120,en,train
61575056520905,en,train
61575326402538,en,train
61574526892093,en,train
61574810952235,en,train
61575320377109,en,train
61573450170903,en,train
61575006539991,en,train
61575224736246,en,train
61575052441638,en,train
61575514833486,en,train
61574927256711,en,train
61575270639527,en,train
61575096445152,en,train
61574940156254,en,train
61575140786572,en,train
61575685345537,en,train
61575260350384,en,train
61575146602688,en,train
61575302048069,en,train
61575534002323,en,train
61575159562070,en,train
61575192313600,en,train
61575139510566,en,train
61575118524020,en,train
61574774501694,en,train
61575223692078,en,train
61574752065681,en,train
61575734813252,en,train
61575338076453,en,train
61575180854127,en,train
61575198368711,en,train
61574842453119,en,train
61573111393018,en,train
61575780141654,en,train
61575373079577,en,train
61574903135277,en,train
61575559741449,en,train
61575664252387,en,train
61574849407716,en,train
61575770163014,en,train
61574730076215,en,train
61575245195091,en,train
61575200677396,en,train
61573386275336,en,train
61574896539027,en,train
61574834743412,en,train
61575629031202,en,train
61575532832693,en,train
61575503818164,en,train
61573023483077,en,train
61575192170378,en,train
61574128582078,en,train
61575425519121,en,train
61575263014083,en,train
61575617069194,en,train
61575140755780,en,train
61574879046050,en,train
61575514053357,en,train
61574931123562,en,train
61575791451110,en,train
61572788022898,en,train
61575779991697,en,train
61575220572212,en,train
61575288482739,en,train
61575939565143,en,train
61574919187169,en,train
61573597434647,en,train
61574921438928,en,train
61575719454096,en,train
61575601110141,en,train
61575115607446,en,train
61574921194031,en,train
61575548756054,en,train
61574733946017,en,train
61575109794481,en,train
61574713663955,en,train
61575146272793,en,train
61575734273286,en,train
61575201412694,en,train
61575698875003,en,train
61574957915732,en,train
61575008819859,en,train
61575233571086,en,train
61575602097750,en,train
61573600314562,en,train
61574865220091,en,train
61574853997569,en,train
61574646287639,en,train
61575245182508,en,train
61574727227287,en,train
61575184880681,en,train
61574737663085,en,train
61575052409614,en,train
61574759507518,en,train
61575244820416,en,train
61575137726022,en,train
61575652402843,en,train
61575502108193,en,train
61574841068020,en,train
61575715434103,en,train
61574832578684,en,train
61575923485787,en,train
61574981251318,en,train
61575258935897,en,train
61575013019611,en,train
61573296905353,en,train
61575085934710,en,train
61574977866022,en,train
61575537236413,en,train
61575802100612,en,train
61575094168037,en,train
61575136901866,en,train
61574915977031,en,train
61574965804523,en,train
61574806809674,en,train
61575115631484,en,train
61575284104535,en,train
61575165711738,en,train
61574785423820,en,train
61574847821385,en,train
61574848360778,en,train
61574720774023,en,train
61575127697257,en,train
61574991695405,en,train
61574770391897,en,train
61575717804104,en,train
61575840179777,en,train
61575897177020,en,train
61575615023394,en,train
61575283059200,en,train
61573144706564,en,train
61575615899415,en,train
61575046500552,en,train
61574663866130,en,train
61575779571680,en,train
61574674005988,en,train
61575624868902,en,train
61574760582067,en,train
61574716667968,en,train
61575016052070,en,train
61574647397560,en,train
61575731693400,en,train
61575276699223,en,train
61573506173288,en,train
61575548396066,en,train
61574710487320,en,train
61574907997635,en,train
61574831978505,en,train
61575129077117,en,train
61575100647735,en,train
61575843929653,en,train
61574928906639,en,train
61575002314937,en,train
61575195620241,en,train
61575082285907,en,train
61575014103022,en,train
61575107638183,en,train
61574699474640,en,train
61575250990671,en,train
61572724157090,en,train
61574917839061,en,train
61574638517874,en,train
61575160494494,en,train
61575214122495,en,train
61575496258385,en,train
61574760312216,en,train
61575212768289,en,train
61575080220981,en,train
61575027268639,en,train
61574961992075,en,train
61575689515528,en,train
61574908954913,en,train
61573068253886,en,train
61574719394258,en,train
61575011999356,en,train
61574739676017,en,train
61575110099442,en,train
61575113368313,en,train
61574974981301,en,train
61574997242939,en,train
61573587415133,en,train
61575215511942,en,train
61573584325587,en,train
61572939577297,en,train
61575145166306,en,train
61574894079154,en,train
61574766821949,en,train
61575197783629,en,train
61575198172815,en,train
61573421973727,en,train
61574757195996,en,train
61574711024379,en,train
61574811219699,en,train
61575082408585,en,train
61575128723709,en,train
61575229511719,en,train
61575218512614,en,train
61575245441106,en,train
61574802162827,en,train
61575612940599,en,train
61575224243685,en,train
61575878397816,en,train
61575175376019,en,train
61575329252391,en,train
61574722303813,en,train
61575102144774,en,train
61575207216928,en,train
61574870709711,en,train
61574731753300,en,train
61574815482213,en,train
61574893270334,en,train
61575145467469,en,train
61574996910322,en,train
61573471080048,en,train
61575537956540,en,train
61575530402770,en,train
61575575604669,en,train
61575559885525,en,train
61575186265522,en,train
61575870478320,en,train
61575283718902,en,train
61573059764597,en,train
61575569461048,en,train
61575068759658,en,train
61574763015832,en,train
61574751465729,en,train
61575001503649,en,train
61574638637795,en,train
61575342510446,en,train
61575025108897,en,train
61575514113421,en,train
61575292864003,en,train
61574776511642,en,train
61575425639207,en,train
61575250010970,en,train
61575000107512,en,train
61575077936161,en,train
61575145552649,en,train
61575427325056,en,train
61575992633083,en,train
61575625073003,en,train
61575152125100,en,train
61573221277776,en,train
61574955275865,en,train
61575341616290,en,train
61574898248805,en,train
61575200332740,en,train
61575083275984,en,train
61575208852298,en,train
61574923626614,en,train
61575085075880,en,train
61575275282247,en,train
61575747052955,en,train
61575422729180,en,train
61574810979559,en,train
61575161362001,en,train
61575024899211,en,train
61575127366918,en,train
61574985124336,en,train
61575512757622,en,train
61575499799651,en,train
61574957042426,en,train
61575277190886,en,train
61575025996296,en,train
61575578274585,en,train
61574860840587,en,train
61574963792194,en,train
61575122606762,en,train
61575373096844,en,train
61575674120473,en,train
61573198854543,en,train
61574688555170,en,train
61575174051207,en,train
61575196266354,en,train
61575053672371,en,train
61575324666873,en,train
61575119951355,en,train
61575149632689,en,train
61575022292025,en,train
61574816352433,en,train
61575644092150,en,train
61575701900305,en,train
61575224706492,en,train
61574768956950,en,train
61575171891319,en,train
61575038821094,en,train
61575016892037,en,train
61575001679910,en,train
61575038608217,en,train
61575677426201,en,train
61574717327660,en,train
61573499489519,en,train
61574691045068,en,train
61574673706107,en,train
61575155725833,en,train
61575028591581,en,train
61574948466298,en,train
61573568066335,en,train
61575645777843,en,train
61574899477087,en,train
61575579161687,en,train
61575731693479,en,train
61575251554800,en,train
61573457460786,en,train
61575115337609,en,train
61575106794786,en,train
61575101398524,en,train
61575059787159,en,train
61574798204257,en,train
61574775824444,en,train
61574879646085,en,train
61575129443453,en,train
61574829698864,en,train
61574734876790,en,train
61574842718165,en,train
61575171374363,en,train
61574943757668,en,train
61575149805861,en,train
61574878089192,en,train
61575537806806,en,train
61575341976096,en,train
61575565885130,en,train
61575154180000,en,train
61575275643651,en,train
61575971333740,en,train
61574866212142,en,train
61575493768326,en,train
61575660236885,en,train
61575571722233,en,train
61575111327419,en,train
61575069119500,en,train
61572830323521,en,train
61574752273127,en,train
61575647091890,en,train
61575094075379,en,train
61575622469014,en,train
61575055844802,en,train
61575606263930,en,train
61574727767195,en,train
61575649917344,en,train
61575493624380,en,train
61575754942558,en,train
61575037651046,en,train
61575097497793,en,train
61575187598053,en,train
61575222441560,en,train
61573139860340,en,train
61574945645686,en,train
61575541616400,en,train
61572924338324,en,train
61574749786537,en,train
61573238632843,en,train
61575260650253,en,train
61575179333818,en,train
61575140171610,en,train
61575160042015,en,train
61575246635176,en,train
61575043185325,en,train
61574795980625,en,train
61575314377578,en,train
61575065846600,en,train
61575694975249,en,train
61575691375374,en,train
61575164631789,en,train
61575314851612,en,train
61575248771116,en,train
61575099222398,en,train
61575680395993,en,train
61575454259067,en,train
61575159669551,en,train
61575171074787,en,train
61575772131802,en,train
61575030931557,en,train
61575109962017,en,train
61575111774369,en,train
61575076976215,en,train
61574894075463,en,train
61575249940957,en,train
61575676166192,en,train
61575021691845,en,train
61575142838919,en,train
61575155125049,en,train
61573382044188,en,train
61574758032506,en,train
61575178484252,en,train
61575088525393,en,train
61575123683864,en,train
61575265353888,en,train
61575617813432,en,train
61574732863301,en,train
61575716184237,en,train
61575692545328,en,train
61575659217087,en,train
61575514233503,en,train
61575609869498,en,train
61575203873244,en,train
61575066026615,en,train
61575134756215,en,train
61575100104962,en,train
61575084119219,en,train
61575324990974,en,train
61573126917814,en,train
61575025261491,en,train
61575220722146,en,train
61574780864094,en,train
61575667162213,en,train
61574934188327,en,train
61573643991690,en,train
61574987614491,en,train
61574977474091,en,train
61575057134662,en,train
61575431699297,en,train
61574714834557,en,train
61574870950012,en,val
61573090242830,en,val
61575182649538,en,val
61575146272833,en,val
61573216356608,en,val
61575122184024,en,val
61575248751082,en,val
61575009257243,en,val
61575161036747,en,val
61575354690114,en,val
61575173304172,en,val
61575307141915,en,val
61575176784018,en,val
61575778203150,en,val
61575653601569,en,val
61574965626651,en,val
61575159055532,en,val
61575124541164,en,val
61574823402084,en,val
61575131566595,en,val
61574133694746,en,val
61575626398602,en,val
61574840202077,en,val
61574874069972,en,val
61574904009699,en,val
61575755242672,en,val
61575371315638,en,val
61574675836237,en,val
61574999640260,en,val
61574756175343,en,val
61575150165660,en,val
61575111887987,en,val
61575714924287,en,val
61573551358407,en,val
61575082168845,en,val
61574975464357,en,val
61574767872008,en,val
61574916907302,en,val
61575061559762,en,val
61575256804626,en,val
61574862217223,en,val
61575159116773,en,val
61575178315938,en,val
61572995087805,en,val
61575790472079,en,val
61574087694242,en,val
61575114491828,en,val
61575289802878,en,val
61575597900160,en,val
61574932146613,en,val
61574752002783,en,val
61575493414049,en,val
61575542936262,en,val
61575320856906,en,val
61575117264144,en,val
61575076843497,en,val
61575248000254,en,val
61573445402717,en,val
61574679645828,en,val
61572946057675,en,val
61575796940771,en,val
61575783171432,en,val
61575251410667,en,val
61574938928127,en,val
61575182858010,en,val
61574917834269,en,val
61574953115083,en,val
61574855530567,en,val
61575123566620,en,val
61575810151508,en,val
61574963854572,en,val
61574995775252,en,val
61574935896129,en,val
61575267394192,en,val
61575527762976,en,val
61575615149255,en,val
61575203363269,en,val
61575237995537,en,val
61575224901312,en,val
61573011363724,en,val
61574819532188,en,val
61575052436867,en,val
61575119006934,en,val
61575258094300,en,val
61574820972362,en,val
61575183980808,en,val
61574891585571,en,val
61574782514001,en,val
61575106947287,en,val
61574845148248,en,val
61575247551051,en,val
61574680215788,en,val
61575251482144,en,val
61574992173271,en,val
61575620033270,en,val
61572836863942,en,val
61574880039090,en,val
61575151689708,en,val
61575180353795,en,val
61575553045861,en,val
61575191533648,en,val
61573151409659,en,val
61575179138929,en,val
61575906176404,en,val
61574712167927,en,val
61575207732884,en,val
61575185270726,en,val
61574914507358,en,val
61574787341036,en,val
61575624382959,en,val
61574981251275,en,val
61574986803376,en,val
61574811489884,en,val
61575185444017,en,val
61574775281781,en,val
61574928336440,en,val
61574779544083,en,val
61574784704159,en,val
61574922094244,en,val
61575142186223,en,val
61574822349643,en,val
61574761572305,en,val
61574844700938,en,val
61573029962728,en,val
61575218982200,en,val
61575666806664,en,val
61574946005580,en,val
61575645447768,en,val
61575130703446,en,val
61573560866595,en,val
61573049582066,en,val
61575341406350,en,val
61575051030996,en,val
61575164835011,en,val
61575058064722,en,val
61574652767188,en,test
61574905567721,en,test
61575095245405,en,test
61575091169103,en,test
61574925813885,en,test
61574708867579,en,test
61575079453209,en,test
61575667346713,en,test
61575207112351,en,test
61575729844682,en,test
61575787832729,en,test
61574896568851,en,test
61575239345239,en,test
61575274899327,en,test
61575695695222,en,test
61575007354364,en,test
61575149005237,en,test
61575036330853,en,test
61575027298560,en,test
61575311491588,en,test
61574815842320,en,test
61575126533596,en,test
61574786863896,en,test
61573212846972,en,test
61574997930238,en,test
61574964602105,en,test
61575040950775,en,test
61575255040324,en,test
61574987700816,en,test
61575331140964,en,test
61574715494235,en,test
61575169251615,en,test
61575115584213,en,test
61573680682759,en,test
61575179504190,en,test
61575809341597,en,test
61575266811505,en,test
61574901935438,en,test
61575324216831,en,test
61574780144844,en,test
61574996550205,en,test
61574946005614,en,test
61573437931596,en,test
61575208972156,en,test
61574914234585,en,test
61575046350558,en,test
61575119561738,en,test
61574821569203,en,test
61575169251717,en,test
61575394229554,en,test
61574855621301,en,test
61575129190978,en,test
61574919303983,en,test
61575306427918,en,test
61575031471293,en,test
61575150555733,en,test
61575496125684,en,test
61574726476500,en,test
61574949937616,en,test
61574984850248,en,test
61575229057307,en,test
61574943633252,en,test
61575225621439,en,test
61575005252655,en,test
61574730557113,en,test
61575634528316,en,test
61575184523495,en,test
61575311377502,en,test
61575131153481,en,test
61575324090992,en,test
61575728753782,en,test
61575138556380,en,test
61574727556591,en,test
61575100662412,en,test
61575214162123,en,test
61575662108150,en,test
61575211332811,en,test
61574788001360,en,test
61575062519607,en,test
61574814822672,en,test
61575326856811,en,test
61574817464063,en,test
61575180835678,en,test
61575017759285,en,test
61575568405010,en,test
61574838672120,en,test
61575132716094,en,test
61575057779980,en,test
61575617909167,en,test
61575276789549,en,test
61575288632779,en,test
61575148797368,en,test
61575732154813,en,test
61575162879216,en,test
61574951645380,en,test
61574691255198,en,test
61572817333773,en,test
61572766786766,en,test
61575131576367,en,test
61575062566013,en,test
61575313410082,en,test
61572939997623,en,test
61575000899895,en,test
61574967244321,en,test
61575561445414,en,test
61574999867383,en,test
61575167439026,en,test
61575004409946,en,test
61575308401890,en,test
61575053907477,en,test
61574978975929,en,test
61574858352338,en,test
61574979845984,en,test
61575148359774,en,test
61575075716110,en,test
61575303902251,en,test
61575045675245,en,test
61573600374605,en,test
61575027123549,en,test
61574846917976,en,test
61575734633308,en,test
61575112227227,en,test
61574932177407,en,test
61575828570433,en,test
61575140890194,en,test
61575056637344,en,test
61575731093467,en,test
61575226491299,en,test
61574801715376,en,test
61574831382328,en,test
61575695455292,en,test
61574651897378,en,test
61572897099580,en,test
61575637913685,en,test
61575264860231,en,test
61574738537928,fr,train
61575030063337,fr,train
61572999467476,fr,train
61573450021139,fr,train
61573496429300,fr,train
61575803180545,fr,train
61574914747007,fr,train
61572683111520,fr,train
61574949187385,fr,train
61575207594362,fr,train
61573081243092,fr,train
61575038403062,fr,train
61575034833207,fr,train
61575558867103,fr,train
61573149746621,fr,train
61573677201218,fr,train
61575088649259,fr,train
61575416806073,fr,train
61575065535942,fr,train
61575233451831,fr,train
61574940548040,fr,train
61575101309770,fr,train
61572727877346,fr,train
61575238462755,fr,train
61575723184837,fr,train
61573509419161,fr,train
61572896739506,fr,train
61575535652402,fr,train
61573098852520,fr,train
61573088549702,fr,train
61575708605758,fr,train
61575213802912,fr,train
61574945107743,fr,train
61575192013645,fr,train
61575449674736,fr,train
61574845421715,fr,train
61573291102125,fr,train
61575240712764,fr,train
61575152261525,fr,train
61575194453909,fr,train
61575781641608,fr,train
61573134147587,fr,train
61575793191107,fr,train
61575233361080,fr,train
61573361584445,fr,train
61575069571460,fr,train
61573286615490,fr,train
61575543853427,fr,train
61575063630602,fr,train
61573682391107,fr,train
61573523878226,fr,train
61575164786639,fr,train
61575487245315,fr,train
61574844702985,fr,train
61575678336895,fr,train
61574885769787,fr,train
61574892248987,fr,train
61573294025385,fr,train
61574793433849,fr,train
61572964686191,fr,train
61575037263146,fr,train
61574773905204,fr,train
61574828293698,fr,train
61573436851390,fr,train
61572815085425,fr,train
61574824811782,fr,train
61575832169963,fr,train
61574857390663,fr,train
61573578415761,fr,train
61575657758124,fr,train
61575808411173,fr,train
61573123138096,fr,train
61575015123109,fr,train
61572910058877,fr,train
61573181815163,fr,train
61574953896268,fr,train
61575682345613,fr,train
61575113577900,fr,train
61575205733090,fr,train
61575123447467,fr,train
61575362585882,fr,train
61573042665508,fr,train
61574855051268,fr,train
61575151246045,fr,train
61575209213090,fr,train
61574946186396,fr,train
61575223102368,fr,train
61574775825212,fr,train
61573205543869,fr,train
61572775512570,fr,train
61575122567285,fr,train
61575611249680,fr,train
61575621239139,fr,train
61573024936314,fr,train
61575731644661,fr,train
61575680875975,fr,train
61573182145121,fr,train
61572620411327,fr,train
61574917027824,fr,train
61574949276269,fr,train
61574771655226,fr,train
61574785663807,fr,train
61575134236693,fr,train
61575023402627,fr,train
61572894309691,fr,train
61575680527041,fr,train
61574900650042,fr,train
61575267050019,fr,train
61572997037834,fr,train
61573598186103,fr,train
61575686035702,fr,train
61572892659615,fr,train
61574919189214,fr,train
61575654807398,fr,train
61573072801000,fr,train
61573456230509,fr,train
61573569926200,fr,train
61573157499430,fr,train
61575568620980,fr,train
61574988933508,fr,train
61573141390378,fr,train
61575617999236,fr,train
61575156865865,fr,train
61574997963879,fr,train
61573071750653,fr,train
61573033592817,fr,train
61575694165481,fr,train
61573581955402,fr,train
61575055740877,fr,train
61575798740803,fr,train
61575265851383,fr,train
61575176273985,fr,train
61573135150612,fr,train
61575702594899,fr,train
61575098652701,fr,train
61575704856021,fr,train
61575723083906,fr,train
61572588880916,fr,train
61573433221729,fr,train
61573041212282,fr,train
61573504853111,fr,train
61573101102368,fr,train
61575589271257,fr,train
61573536537887,fr,train
61572611921169,fr,train
61573207823837,fr,train
61574851031497,fr,train
61572991877824,fr,train
61575686485825,fr,train
61575169856226,fr,train
61575031771268,fr,train
61574774205222,fr,train
61575702234870,fr,train
61573153136488,fr,train
61573212683548,fr,train
61573562696534,fr,train
61575137997816,fr,train
61572980405370,fr,train
61576040600875,fr,train
61573194127645,fr,train
61574733766948,fr,train
61574999644968,fr,train
61573358494546,fr,train
61572990814920,fr,train
61573050061893,fr,train
61574891529296,fr,train
61575845879261,fr,train
61575178604610,fr,train
61574754285907,fr,train
61575234201748,fr,train
61574826673491,fr,train
61574917417569,fr,train
61573560026602,fr,train
61573185384919,fr,train
61574810863039,fr,train
61572894219651,fr,train
61573112278516,fr,train
61572907778982,fr,train
61575039871610,fr,train
61573082100143,fr,train
61574798083899,fr,train
61574728307426,fr,train
61573168045832,fr,train
61575205573015,fr,train
61575649178716,fr,train
61573432831868,fr,train
61575082769521,fr,train
61572773292795,fr,train
61575724823817,fr,train
61573306072107,fr,train
61575144867487,fr,train
61575731423501,fr,train
61575568950765,fr,train
61575173335119,fr,train
61573044272015,fr,train
61575052321025,fr,train
61575168865233,fr,train
61572943207332,fr,train
61575632169437,fr,train
61575721133931,fr,train
61575206593229,fr,train
61575558031385,fr,train
61575028442180,fr,train
61575691375427,fr,train
61572702917563,fr,train
61575290768892,fr,train
61574830932348,fr,train
61575109288197,fr,train
61575237291575,fr,train
61573003997283,fr,train
61575192533877,fr,train
61574902358586,fr,train
61575580421441,fr,train
61575165415117,fr,train
61575250086546,fr,train
61575247900849,fr,train
61575790671190,fr,train
61575751312964,fr,train
61575629709808,fr,train
61574810564565,fr,train
61572994007723,fr,train
61575326197106,fr,train
61575752692807,fr,train
61573425182192,fr,train
61573163948929,fr,train
61575241672508,fr,train
61575616559379,fr,train
61575112979064,fr,train
61574998323875,fr,train
61573678732836,fr,train
61574999765096,fr,train
61575528403746,fr,train
61575760372346,fr,train
61573091892807,fr,train
61575131026893,fr,train
61572931087920,fr,train
61574864499916,fr,train
61575220672434,fr,train
61572986945032,fr,train
61575178284754,fr,train
61575018901950,fr,train
61575703824823,fr,train
61573009923799,fr,train
61573326904800,fr,train
61573579945781,fr,val
61575371045747,fr,val
61575254650741,fr,val
61573121848000,fr,val
61574953357151,fr,val
61575790371127,fr,val
61574793914100,fr,val
61575289269088,fr,val
61575616150537,fr,val
61573007524060,fr,val
61574813383123,fr,val
61573528558180,fr,val
61573181588473,fr,val
61575214542218,fr,val
61573457190528,fr,val
61575185215540,fr,val
61574785483945,fr,val
61575248710745,fr,val
61574918917633,fr,val
61575782702675,fr,val
61572854504279,fr,val
61575780002599,fr,val
61576047020745,fr,val
61575751852752,fr,val
61575171116206,fr,val
61573537227813,fr,val
61575271539970,fr,val
61573482989719,fr,val
61575494134571,fr,val
61575723784812,fr,val
61575359326799,fr,val
61573026166194,fr,val
61575694045476,fr,val
61575459945486,fr,val
61575625918798,fr,val
61575208464247,fr,val
61575391036487,fr,val
61574689937883,fr,val
61575131446982,fr,val
61573638622824,fr,val
61575217192659,fr,val
61572995584458,fr,val
61575195673690,fr,val
61572905289253,fr,val
61575049741188,fr,val
61574723297680,fr,val
61575161155570,fr,val
61575119906899,fr,val
61573566207733,fr,val
61574797064038,fr,val
61575225052159,fr,val
61575555567384,fr,val
61574817494524,fr,test
61575531062633,fr,test
61573054454503,fr,test
61573040625137,fr,test
61572731112276,fr,test
61574801413926,fr,test
61573160396182,fr,test
61573397313375,fr,test
61574764605724,fr,test
61574835341215,fr,test
61575210563029,fr,test
61575830879821,fr,test
61573503322985,fr,test
61575036691879,fr,test
61573167969034,fr,test
61575817620916,fr,test
61575147567358,fr,test
61575090989206,fr,test
61575434374955,fr,test
61575796651817,fr,test
61575688105742,fr,test
61575557971497,fr,test
61575571571675,fr,test
61575213712850,fr,test
61573053375071,fr,test
61575028711256,fr,test
61575612269544,fr,test
61575631794140,fr,test
61575152385454,fr,test
61575229721815,fr,test
61573074840596,fr,test
61575315757634,fr,test
61575204173147,fr,test
61573394763409,fr,test
61575003004721,fr,test
61574992834078,fr,test
61575161305509,fr,test
61575201373332,fr,test
61573135240533,fr,test
61572728411956,fr,test
61573536988081,fr,test
61574921619079,fr,test
61574828802630,fr,test
61575236351657,fr,test
61572607540933,fr,test
61573544637558,fr,test
61575327722596,fr,test
61574884989863,fr,test
61575174584515,fr,test
61575153195537,fr,test
61574772375215,fr,test
61573018383344,fr,test
61574783294621,hi,train
61575999292569,hi,train
61575601629118,hi,train
61575101140748,hi,train
61575003572712,hi,train
61575030584417,hi,train
61575160987799,hi,train
61575200737328,hi,train
61575565225400,hi,train
61575186938061,hi,train
61575134935995,hi,train
61575808130332,hi,train
61575302492181,hi,train
61575264280119,hi,train
61575533036716,hi,train
61575605951092,hi,train
61575413429579,hi,train
61575243455099,hi,train
61575324330999,hi,train
61575031995934,hi,train
61573129617310,hi,train
61575713754465,hi,train
61574746156276,hi,train
61575268509952,hi,train
61575024602457,hi,train
61575688825781,hi,train
61575626782963,hi,train
61576049420961,hi,train
61574715977919,hi,train
61575658881311,hi,train
61575665966748,hi,train
61575764362148,hi,train
61575206663158,hi,train
61575975173468,hi,train
61575285903180,hi,train
61575717444093,hi,train
61575309787861,hi,train
61574771265471,hi,train
61575601911978,hi,train
61575124421520,hi,train
61575533222749,hi,train
61575151119869,hi,train
61575230951648,hi,train
61575619289287,hi,train
61575331806749,hi,train
61575322866986,hi,train
61575570571033,hi,train
61575039795456,hi,train
61573519258936,hi,train
61575720245109,hi,train
61575208087101,hi,train
61575167504945,hi,train
61575769203176,hi,train
61575000797529,hi,train
61575075284018,hi,train
61575611459686,hi,train
61575485818749,hi,train
61575069764285,hi,train
61575122561316,hi,train
61575575544615,hi,train
61575277119536,hi,train
61575184134497,hi,train
61575494098464,hi,train
61575206423273,hi,train
61575106332463,hi,train
61575646521885,hi,train
61575562681015,hi,train
61575661911069,hi,train
61575194437497,hi,train
61574730673607,hi,train
61574798804240,hi,train
61575262040357,hi,train
61575136193176,hi,train
61575424137595,hi,train
61575296828314,hi,train
61575235041706,hi,train
61575503098098,hi,train
61575563652554,hi,train
61575254950513,hi,train
61575664522323,hi,train
61575166718931,hi,train
61575112074522,hi,train
61575281379125,hi,train
61575151995924,hi,train
61573432681814,hi,train
61575213786638,hi,train
61574821932736,hi,train
61575494246952,hi,train
61575160569222,hi,train
61575074773964,hi,train
61574845812864,hi,train
61575022876324,hi,train
61575958373893,hi,train
61574923267001,hi,train
61575203322869,hi,train
61575172208722,hi,train
61575010937205,hi,train
61575646568912,hi,train
61575685105868,hi,train
61575117911828,hi,train
61575185048045,hi,train
61575817741084,hi,train
61575728765062,hi,train
61575505107976,hi,train
