persona_id,category,matched_in_32k,block_rank,start_message_idx,normalized_rank,n_matched_blocks_persona,n_raw_blocks_persona
52,ask_to_forget,True,76.0,233.0,1.0,77,83
52,independent_or_other,True,38.0,127.0,0.5,77,83
52,independent_or_other,True,6.0,23.0,0.07894736842105263,77,83
52,ask_to_forget,True,7.0,27.0,0.09210526315789473,77,83
52,independent_or_other,True,1.0,3.0,0.013157894736842105,77,83
52,independent_or_other,True,10.0,37.0,0.13157894736842105,77,83
52,independent_or_other,False,,,,77,83
52,independent_or_other,False,,,,77,83
52,ask_to_forget,True,18.0,63.0,0.23684210526315788,77,83
52,independent_or_other,True,50.0,161.0,0.6578947368421053,77,83
52,ask_to_forget,True,51.0,165.0,0.6710526315789473,77,83
52,independent_or_other,True,30.0,99.0,0.39473684210526316,77,83
52,ask_to_forget,True,31.0,103.0,0.40789473684210525,77,83
52,native_update,True,55.0,179.0,0.7236842105263158,77,83
52,independent_or_other,True,26.0,87.0,0.34210526315789475,77,83
52,independent_or_other,True,44.0,141.0,0.5789473684210527,77,83
52,independent_or_other,True,43.0,139.0,0.5657894736842105,77,83
52,native_update,True,72.0,221.0,0.9473684210526315,77,83
52,native_update,True,56.0,181.0,0.7368421052631579,77,83
52,independent_or_other,True,17.0,61.0,0.2236842105263158,77,83
52,native_update,True,73.0,225.0,0.9605263157894737,77,83
52,native_update,True,57.0,185.0,0.75,77,83
52,independent_or_other,True,41.0,133.0,0.5394736842105263,77,83
52,ask_to_forget,True,42.0,135.0,0.5526315789473685,77,83
52,native_update,True,58.0,187.0,0.7631578947368421,77,83
52,native_update,True,59.0,189.0,0.7763157894736842,77,83
52,native_update,True,60.0,193.0,0.7894736842105263,77,83
52,native_update,True,61.0,197.0,0.8026315789473685,77,83
52,native_update,True,74.0,227.0,0.9736842105263158,77,83
52,independent_or_other,True,54.0,175.0,0.7105263157894737,77,83
52,independent_or_other,True,48.0,153.0,0.631578947368421,77,83
52,ask_to_forget,True,49.0,157.0,0.6447368421052632,77,83
52,native_update,True,62.0,199.0,0.8157894736842105,77,83
52,native_update,True,63.0,201.0,0.8289473684210527,77,83
52,native_update,True,64.0,205.0,0.8421052631578947,77,83
52,native_update,True,65.0,207.0,0.8552631578947368,77,83
52,native_update,True,66.0,209.0,0.868421052631579,77,83
52,native_update,True,67.0,211.0,0.881578947368421,77,83
52,native_update,True,68.0,213.0,0.8947368421052632,77,83
52,independent_or_other,True,39.0,129.0,0.5131578947368421,77,83
52,native_update,True,70.0,217.0,0.9210526315789473,77,83
52,native_update,True,69.0,215.0,0.9078947368421053,77,83
52,native_update,True,71.0,219.0,0.9342105263157895,77,83
52,independent_or_other,True,0.0,1.0,0.0,77,83
54,independent_or_other,True,56.0,177.0,0.7272727272727273,78,98
54,ask_to_forget,True,57.0,181.0,0.7402597402597403,78,98
54,independent_or_other,True,6.0,21.0,0.07792207792207792,78,98
54,independent_or_other,True,7.0,23.0,0.09090909090909091,78,98
54,ask_to_forget,True,8.0,25.0,0.1038961038961039,78,98
54,independent_or_other,True,9.0,29.0,0.11688311688311688,78,98
54,independent_or_other,True,2.0,7.0,0.025974025974025976,78,98
54,independent_or_other,True,49.0,155.0,0.6363636363636364,78,98
54,ask_to_forget,True,50.0,159.0,0.6493506493506493,78,98
54,independent_or_other,True,10.0,31.0,0.12987012987012986,78,98
54,independent_or_other,True,41.0,129.0,0.5324675324675324,78,98
54,independent_or_other,True,0.0,1.0,0.0,78,98
54,independent_or_other,True,55.0,173.0,0.7142857142857143,78,98
54,independent_or_other,False,,,,78,98
54,ask_to_forget,False,,,,78,98
54,independent_or_other,True,31.0,95.0,0.4025974025974026,78,98
54,ask_to_forget,True,32.0,97.0,0.4155844155844156,78,98
54,independent_or_other,True,24.0,67.0,0.3116883116883117,78,98
54,ask_to_forget,True,52.0,165.0,0.6753246753246753,78,98
54,independent_or_other,True,29.0,87.0,0.37662337662337664,78,98
54,ask_to_forget,True,30.0,91.0,0.38961038961038963,78,98
54,independent_or_other,True,44.0,141.0,0.5714285714285714,78,98
54,ask_to_forget,True,45.0,143.0,0.5844155844155844,78,98
54,independent_or_other,True,37.0,113.0,0.4805194805194805,78,98
54,ask_to_forget,True,38.0,119.0,0.4935064935064935,78,98
54,independent_or_other,True,14.0,41.0,0.18181818181818182,78,98
54,ask_to_forget,True,15.0,43.0,0.19480519480519481,78,98
54,independent_or_other,True,27.0,77.0,0.35064935064935066,78,98
54,ask_to_forget,True,28.0,83.0,0.36363636363636365,78,98
54,independent_or_other,True,17.0,49.0,0.22077922077922077,78,98
54,independent_or_other,False,,,,78,98
54,ask_to_forget,False,,,,78,98
54,independent_or_other,True,12.0,35.0,0.15584415584415584,78,98
54,ask_to_forget,True,13.0,37.0,0.16883116883116883,78,98
54,independent_or_other,True,20.0,55.0,0.2597402597402597,78,98
54,ask_to_forget,True,21.0,57.0,0.2727272727272727,78,98
54,independent_or_other,True,22.0,61.0,0.2857142857142857,78,98
54,independent_or_other,False,,,,78,98
54,independent_or_other,False,,,,78,98
54,independent_or_other,True,3.0,13.0,0.03896103896103896,78,98
54,independent_or_other,True,42.0,133.0,0.5454545454545454,78,98
54,ask_to_forget,True,43.0,137.0,0.5584415584415584,78,98
54,independent_or_other,True,59.0,187.0,0.7662337662337663,78,98
54,ask_to_forget,True,60.0,191.0,0.7792207792207793,78,98
54,independent_or_other,True,62.0,202.0,0.8051948051948052,78,98
54,independent_or_other,True,39.0,123.0,0.5064935064935064,78,98
54,ask_to_forget,True,40.0,125.0,0.5194805194805194,78,98
54,independent_or_other,True,16.0,47.0,0.2077922077922078,78,98
54,ask_to_forget,False,,,,78,98
54,independent_or_other,True,35.0,105.0,0.45454545454545453,78,98
54,ask_to_forget,True,36.0,109.0,0.4675324675324675,78,98
54,independent_or_other,True,18.0,51.0,0.23376623376623376,78,98
54,independent_or_other,False,,,,78,98
54,native_update,True,63.0,204.0,0.8181818181818182,78,98
54,native_update,False,,,,78,98
54,native_update,True,64.0,208.0,0.8311688311688312,78,98
54,native_update,True,65.0,210.0,0.8441558441558441,78,98
54,native_update,True,73.0,234.0,0.948051948051948,78,98
54,independent_or_other,True,46.0,147.0,0.5974025974025974,78,98
54,ask_to_forget,True,47.0,149.0,0.6103896103896104,78,98
54,native_update,True,77.0,244.0,1.0,78,98
54,independent_or_other,False,,,,78,98
54,independent_or_other,True,19.0,53.0,0.24675324675324675,78,98
54,independent_or_other,True,33.0,101.0,0.42857142857142855,78,98
54,independent_or_other,True,1.0,3.0,0.012987012987012988,78,98
54,independent_or_other,True,54.0,171.0,0.7012987012987013,78,98
54,independent_or_other,True,53.0,169.0,0.6883116883116883,78,98
54,ask_to_forget,False,,,,78,98
54,independent_or_other,True,25.0,69.0,0.3246753246753247,78,98
54,ask_to_forget,True,26.0,73.0,0.33766233766233766,78,98
54,native_update,True,66.0,214.0,0.8571428571428571,78,98
54,native_update,False,,,,78,98
54,native_update,False,,,,78,98
54,native_update,False,,,,78,98
54,native_update,True,74.0,236.0,0.961038961038961,78,98
54,native_update,False,,,,78,98
54,native_update,False,,,,78,98
54,independent_or_other,True,11.0,33.0,0.14285714285714285,78,98
54,native_update,False,,,,78,98
54,native_update,True,67.0,216.0,0.8701298701298701,78,98
54,native_update,True,68.0,218.0,0.8831168831168831,78,98
54,native_update,True,69.0,222.0,0.8961038961038961,78,98
54,native_update,True,75.0,238.0,0.974025974025974,78,98
54,native_update,True,70.0,226.0,0.9090909090909091,78,98
54,independent_or_other,True,51.0,163.0,0.6623376623376623,78,98
54,native_update,True,71.0,230.0,0.922077922077922,78,98
54,native_update,True,76.0,242.0,0.987012987012987,78,98
54,native_update,True,72.0,232.0,0.935064935064935,78,98
54,independent_or_other,False,,,,78,98
54,ask_to_forget,False,,,,78,98
54,independent_or_other,True,48.0,153.0,0.6233766233766234,78,98
54,independent_or_other,True,58.0,185.0,0.7532467532467533,78,98
54,independent_or_other,True,61.0,198.0,0.7922077922077922,78,98
54,independent_or_other,True,34.0,103.0,0.44155844155844154,78,98
54,independent_or_other,True,23.0,63.0,0.2987012987012987,78,98
54,independent_or_other,True,4.0,15.0,0.05194805194805195,78,98
54,ask_to_forget,True,5.0,17.0,0.06493506493506493,78,98
54,independent_or_other,False,,,,78,98
69,independent_or_other,True,44.0,155.0,0.5432098765432098,82,108
69,ask_to_forget,True,45.0,157.0,0.5555555555555556,82,108
69,independent_or_other,False,,,,82,108
69,ask_to_forget,False,,,,82,108
69,independent_or_other,True,14.0,53.0,0.1728395061728395,82,108
69,ask_to_forget,True,15.0,57.0,0.18518518518518517,82,108
69,ask_to_forget,False,,,,82,108
69,independent_or_other,True,27.0,97.0,0.3333333333333333,82,108
69,ask_to_forget,True,28.0,103.0,0.345679012345679,82,108
69,independent_or_other,True,40.0,141.0,0.49382716049382713,82,108
69,ask_to_forget,True,41.0,145.0,0.5061728395061729,82,108
69,independent_or_other,True,29.0,107.0,0.35802469135802467,82,108
69,ask_to_forget,True,30.0,109.0,0.37037037037037035,82,108
69,independent_or_other,True,4.0,17.0,0.04938271604938271,82,108
69,independent_or_other,True,16.0,61.0,0.19753086419753085,82,108
69,ask_to_forget,True,17.0,63.0,0.20987654320987653,82,108
69,independent_or_other,True,47.0,163.0,0.5802469135802469,82,108
69,ask_to_forget,True,48.0,167.0,0.5925925925925926,82,108
69,independent_or_other,True,58.0,200.0,0.7160493827160493,82,108
69,independent_or_other,True,49.0,171.0,0.6049382716049383,82,108
69,independent_or_other,True,39.0,137.0,0.48148148148148145,82,108
69,ask_to_forget,False,,,,82,108
69,independent_or_other,True,56.0,196.0,0.691358024691358,82,108
69,independent_or_other,True,50.0,175.0,0.6172839506172839,82,108
69,ask_to_forget,True,51.0,179.0,0.6296296296296297,82,108
69,independent_or_other,False,,,,82,108
69,independent_or_other,False,,,,82,108
69,independent_or_other,True,60.0,208.0,0.7407407407407407,82,108
69,independent_or_other,True,37.0,129.0,0.4567901234567901,82,108
69,ask_to_forget,True,38.0,133.0,0.4691358024691358,82,108
69,independent_or_other,True,55.0,194.0,0.6790123456790124,82,108
69,independent_or_other,True,13.0,51.0,0.16049382716049382,82,108
69,independent_or_other,False,,,,82,108
69,ask_to_forget,True,43.0,151.0,0.5308641975308642,82,108
69,independent_or_other,False,,,,82,108
69,ask_to_forget,False,,,,82,108
69,independent_or_other,True,7.0,27.0,0.08641975308641975,82,108
69,ask_to_forget,True,8.0,31.0,0.09876543209876543,82,108
69,independent_or_other,True,1.0,5.0,0.012345679012345678,82,108
69,ask_to_forget,True,2.0,9.0,0.024691358024691357,82,108
69,independent_or_other,True,54.0,190.0,0.6666666666666666,82,108
69,independent_or_other,True,9.0,35.0,0.1111111111111111,82,108
69,ask_to_forget,True,10.0,37.0,0.12345679012345678,82,108
69,independent_or_other,True,31.0,113.0,0.38271604938271603,82,108
69,ask_to_forget,True,32.0,115.0,0.3950617283950617,82,108
69,independent_or_other,True,57.0,198.0,0.7037037037037037,82,108
69,independent_or_other,False,,,,82,108
69,independent_or_other,False,,,,82,108
69,ask_to_forget,False,,,,82,108
69,independent_or_other,True,0.0,1.0,0.0,82,108
69,independent_or_other,True,35.0,123.0,0.43209876543209874,82,108
69,ask_to_forget,True,36.0,125.0,0.4444444444444444,82,108
69,independent_or_other,True,59.0,204.0,0.7283950617283951,82,108
69,native_update,False,,,,82,108
69,native_update,True,61.0,210.0,0.7530864197530864,82,108
69,independent_or_other,True,42.0,149.0,0.5185185185185185,82,108
69,native_update,False,,,,82,108
69,independent_or_other,True,46.0,161.0,0.5679012345679012,82,108
69,independent_or_other,True,3.0,13.0,0.037037037037037035,82,108
69,native_update,False,,,,82,108
69,native_update,True,62.0,214.0,0.7654320987654321,82,108
69,independent_or_other,True,26.0,93.0,0.32098765432098764,82,108
69,independent_or_other,False,,,,82,108
69,independent_or_other,True,23.0,83.0,0.2839506172839506,82,108
69,ask_to_forget,False,,,,82,108
69,native_update,False,,,,82,108
69,native_update,False,,,,82,108
69,native_update,True,63.0,216.0,0.7777777777777778,82,108
69,independent_or_other,True,21.0,77.0,0.25925925925925924,82,108
69,ask_to_forget,True,22.0,79.0,0.2716049382716049,82,108
69,native_update,False,,,,82,108
69,independent_or_other,True,5.0,19.0,0.06172839506172839,82,108
69,ask_to_forget,True,6.0,23.0,0.07407407407407407,82,108
69,native_update,True,80.0,264.0,0.9876543209876543,82,108
69,native_update,True,64.0,218.0,0.7901234567901234,82,108
69,native_update,True,81.0,266.0,1.0,82,108
69,independent_or_other,True,20.0,75.0,0.24691358024691357,82,108
69,independent_or_other,True,33.0,119.0,0.4074074074074074,82,108
69,native_update,True,65.0,222.0,0.8024691358024691,82,108
69,native_update,True,66.0,226.0,0.8148148148148148,82,108
69,native_update,True,67.0,228.0,0.8271604938271605,82,108
69,independent_or_other,True,52.0,183.0,0.6419753086419753,82,108
69,native_update,True,68.0,232.0,0.8395061728395061,82,108
69,native_update,True,69.0,236.0,0.8518518518518519,82,108
69,native_update,True,70.0,238.0,0.8641975308641975,82,108
69,native_update,True,71.0,240.0,0.8765432098765432,82,108
69,native_update,True,72.0,242.0,0.8888888888888888,82,108
69,native_update,True,73.0,244.0,0.9012345679012346,82,108
69,native_update,False,,,,82,108
69,independent_or_other,True,24.0,87.0,0.2962962962962963,82,108
69,ask_to_forget,True,25.0,89.0,0.30864197530864196,82,108
69,native_update,True,74.0,246.0,0.9135802469135802,82,108
69,independent_or_other,True,11.0,43.0,0.13580246913580246,82,108
69,ask_to_forget,True,12.0,47.0,0.14814814814814814,82,108
69,independent_or_other,True,53.0,185.0,0.654320987654321,82,108
69,native_update,True,75.0,248.0,0.9259259259259259,82,108
69,independent_or_other,True,18.0,67.0,0.2222222222222222,82,108
69,ask_to_forget,True,19.0,71.0,0.2345679012345679,82,108
69,native_update,False,,,,82,108
69,independent_or_other,True,34.0,121.0,0.41975308641975306,82,108
69,ask_to_forget,False,,,,82,108
69,native_update,True,76.0,250.0,0.9382716049382716,82,108
69,native_update,True,79.0,260.0,0.9753086419753086,82,108
69,native_update,True,77.0,254.0,0.9506172839506173,82,108
69,native_update,True,78.0,256.0,0.9629629629629629,82,108
69,native_update,False,,,,82,108
69,independent_or_other,False,,,,82,108
69,independent_or_other,False,,,,82,108
71,independent_or_other,True,22.0,75.0,0.20952380952380953,106,122
71,ask_to_forget,True,23.0,79.0,0.21904761904761905,106,122
71,independent_or_other,True,60.0,203.0,0.5714285714285714,106,122
71,ask_to_forget,True,61.0,205.0,0.580952380952381,106,122
71,independent_or_other,True,6.0,23.0,0.05714285714285714,106,122
71,ask_to_forget,True,7.0,27.0,0.06666666666666667,106,122
71,independent_or_other,True,0.0,1.0,0.0,106,122
71,ask_to_forget,True,1.0,3.0,0.009523809523809525,106,122
71,independent_or_other,True,75.0,247.0,0.7142857142857143,106,122
71,independent_or_other,True,27.0,91.0,0.2571428571428571,106,122
71,independent_or_other,False,,,,106,122
71,independent_or_other,False,,,,106,122
71,independent_or_other,True,5.0,21.0,0.047619047619047616,106,122
71,independent_or_other,True,69.0,229.0,0.6571428571428571,106,122
